type,d1
Strong Democrat,2.43986823002264
Strong Democrat,1.72646865733228
Strong Democrat,2.2463756603686
Strong Democrat,2.63810660617713
Strong Democrat,3.46090373667091
Strong Democrat,1.98597077265507
Weak Democrat,2.42648356929815
Strong Democrat,2.63810660617713
Strong Democrat,2.30491579480523
Weak Democrat,1.11799071645858
Strong Democrat,2.90180790734218
Weak Democrat,2.59872921329503
Strong Democrat,1.81800562842446
Strong Democrat,2.29562488076805
Weak Democrat,1.6317332658788
Strong Democrat,3.14045812086496
Strong Democrat,2.59872921329503
Strong Democrat,2.20865223599426
Strong Democrat,2.20881214693317
Strong Democrat,2.35283229290042
Strong Democrat,2.22193356035557
Weak Democrat,2.18058664890355
Weak Democrat,1.01728493159582
Strong Democrat,1.42753745316056
Weak Democrat,2.12581752701619
Weak Democrat,2.6972578983996
Strong Democrat,2.01688695109386
Strong Democrat,2.15413081925445
Weak Democrat,2.24895621699191
Strong Democrat,2.5822196665351
Weak Democrat,1.86200822885578
Strong Democrat,2.76031384582859
Strong Democrat,1.98597077265507
Strong Democrat,2.51338794529075
Strong Democrat,1.85952547503675
Weak Democrat,2.20865223599426
Weak Democrat,2.40437919091384
Strong Democrat,2.5822196665351
Weak Democrat,1.6135885106274
Strong Democrat,2.67242053370751
Strong Democrat,2.05377351375618
Weak Democrat,1.7664033307306
Strong Democrat,2.53092647219391
Strong Democrat,2.91777665752576
Strong Democrat,2.51338794529075
Strong Democrat,2.29971047816553
Strong Democrat,2.40799899959974
Strong Democrat,2.57253923751322
Strong Democrat,2.63810660617713
Strong Democrat,2.10689532849107
Strong Democrat,1.11418336889261
Weak Democrat,2.46787052476492
Weak Democrat,1.60453712134446
Strong Democrat,1.42753745316056
Strong Democrat,1.36882314853285
Strong Democrat,2.59872921329503
Strong Democrat,2.13246898680416
Strong Democrat,2.84466617770438
Strong Democrat,2.28498950778456
Strong Democrat,2.03909258738995
Strong Democrat,0.99747966056231
Strong Democrat,2.35283229290042
Strong Democrat,2.59872921329503
Strong Democrat,2.59872921329503
Strong Democrat,2.75360793553311
Strong Democrat,2.90180790734218
Strong Democrat,2.35868082819704
Strong Democrat,2.8281165869297
Weak Democrat,2.23647358854558
Weak Republican,0.952762424953922
Strong Democrat,2.22193356035557
Strong Democrat,2.85827664828141
Weak Democrat,2.33733256689981
Strong Democrat,1.83957770018935
Strong Democrat,3.14045812086496
Strong Democrat,2.1627822681331
Weak Democrat,1.28442782982864
Weak Democrat,2.50017488971063
Strong Democrat,2.8281165869297
Strong Democrat,1.25008744485532
Weak Democrat,2.63580640232376
Strong Democrat,2.85472071009677
Strong Democrat,2.12581752701619
Strong Democrat,2.75360793553311
Strong Democrat,2.06225916352855
Weak Democrat,2.94933489045268
Strong Democrat,2.04331768747578
Strong Democrat,1.60453712134446
Weak Democrat,2.15413081925445
Strong Democrat,2.42648356929815
Strong Democrat,2.46787052476492
Strong Democrat,3.17872226408736
Strong Democrat,2.63810660617713
Strong Democrat,2.20024708205693
Strong Democrat,2.28498950778456
Strong Democrat,2.35283229290042
Strong Democrat,2.02262054088408
Strong Democrat,1.97603663996096
Weak Democrat,1.33183805066092
Strong Democrat,1.91529594538174
Strong Democrat,2.59872921329503
Strong Democrat,1.76846723286548
Strong Democrat,2.15789797482064
Strong Democrat,2.23647358854558
Strong Democrat,2.37681228259365
Strong Democrat,2.77708924645581
Strong Democrat,2.96151372961515
Strong Democrat,1.78131134892876
Weak Democrat,2.50017488971063
Weak Democrat,2.52909785180021
Strong Democrat,1.60262912035904
Strong Democrat,2.75360793553311
Weak Democrat,0.511693173308395
Strong Democrat,1.57210870802985
Strong Democrat,1.68714693989435
Strong Democrat,2.35279224888567
Strong Democrat,1.75020288732334
Strong Democrat,2.50767097112375
Strong Democrat,2.37681228259365
Strong Democrat,2.15331740569982
Weak Democrat,0.721437092023461
Weak Democrat,2.33733256689981
Strong Democrat,2.59872921329503
Strong Democrat,2.85827664828141
Strong Democrat,2.00301925258256
Strong Democrat,2.37681228259365
Strong Democrat,1.93569954926826
Strong Democrat,1.97603663996096
Strong Democrat,2.20024708205693
Strong Democrat,2.20024708205693
Weak Democrat,2.50767097112375
Weak Democrat,2.12746483416866
Strong Democrat,2.36627495863035
Strong Democrat,2.15413081925445
Strong Democrat,2.29971047816553
Strong Democrat,2.06225916352855
